Número,NI Beneficiário,Origem,Situação,Valor,NIs_iguais,Tempo_decorrido,Natureza do Processo,Forma de Cadastramento,Crédito,Situação Cadastral - Código,País - Código,Estrangeiro,Nacionalidade - Código,Sexo - Código,UF,Município - Código,Telefone - DDD,Idade,Tempo de Óbito
6695,3667,Previdenciário,CREDITADA,271.32,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,5865,21,20,0
6696,1649,Previdenciário,CREDITADA,41.5,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6697,1649,Previdenciário,CREDITADA,37.05,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6698,1649,Previdenciário,CREDITADA,415.75,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6699,1649,Previdenciário,CREDITADA,181.3,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6700,1649,Previdenciário,CREDITADA,384.63,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6701,1649,Previdenciário,CREDITADA,27.15,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6702,1649,Previdenciário,CREDITADA,108.43,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PE,2531,81,35,0
6703,328,Previdenciário,CREDITADA,197.52,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6704,328,Previdenciário,CREDITADA,110.07,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6705,328,Previdenciário,CREDITADA,363.41,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6706,328,Previdenciário,CREDITADA,191.93,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6707,328,Previdenciário,CREDITADA,676.63,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6708,328,Previdenciário,CREDITADA,182.09,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6709,328,Previdenciário,CREDITADA,181.19,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6710,328,Previdenciário,CREDITADA,218.12,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PB,1965,83,35,0
6711,2864,Previdenciário,CREDITADA,733.86,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6131,19,39,0
6712,2864,Previdenciário,CREDITADA,722.47,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6131,19,39,0
6713,2864,Previdenciário,CREDITADA,716.77,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6131,19,39,0
6714,3306,Previdenciário,CREDITADA,212.03,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,SP,6645,0,25,0
6715,319,Previdenciário,CREDITADA,712.84,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6716,319,Previdenciário,CREDITADA,705.06,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6717,319,Previdenciário,CREDITADA,708.95,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6718,319,Previdenciário,CREDITADA,701.59,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6719,319,Previdenciário,CREDITADA,696.48,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6720,130,Previdenciário,CREDITADA,115.42,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,BA,3515,75,38,0
6721,319,Previdenciário,CREDITADA,694.77,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6722,319,Previdenciário,CREDITADA,699.71,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6723,319,Previdenciário,CREDITADA,698.3,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6724,319,Previdenciário,CREDITADA,702.94,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6725,319,Previdenciário,CREDITADA,706.23,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7107,11,42,0
6726,130,Previdenciário,CREDITADA,557.88,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,BA,3515,75,38,0
6727,3113,Previdenciário,CREDITADA,213.63,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6875,19,42,0
6728,1613,Previdenciário,CREDITADA,267.11,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8353,49,37,0
6729,2762,Previdenciário,CREDITADA,123.03,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6730,2762,Previdenciário,CREDITADA,120.26,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6731,2762,Previdenciário,CREDITADA,119.7,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6732,2762,Previdenciário,CREDITADA,120.86,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6733,2762,Previdenciário,CREDITADA,120.95,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6734,2762,Previdenciário,CREDITADA,117.81,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6735,2762,Previdenciário,CREDITADA,175.03,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6736,2762,Previdenciário,CREDITADA,30.89,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6737,2762,Previdenciário,CREDITADA,351.18,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6738,2762,Previdenciário,CREDITADA,137.06,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6739,2762,Previdenciário,CREDITADA,219.67,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6740,2762,Previdenciário,CREDITADA,219.62,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6741,2762,Previdenciário,CREDITADA,255.35,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6742,2762,Previdenciário,CREDITADA,356.46,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MT,9067,65,51,0
6743,445,Previdenciário,CREDITADA,264.04,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6744,445,Previdenciário,CREDITADA,215.39,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6745,2488,Previdenciário,CREDITADA,165.6,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6746,2488,Previdenciário,CREDITADA,102.99,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6747,2488,Previdenciário,CREDITADA,65.65,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6748,2488,Previdenciário,CREDITADA,128.56,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6749,2488,Previdenciário,CREDITADA,60.58,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6750,2488,Previdenciário,CREDITADA,67.72,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6751,2488,Previdenciário,CREDITADA,125.69,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6752,2488,Previdenciário,CREDITADA,46.7,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6643,14,42,0
6753,509,Previdenciário,CREDITADA,71.79,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,CE,1253,85,31,0
6754,3830,Previdenciário,CREDITADA,206.65,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6755,3830,Previdenciário,CREDITADA,218.72,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6756,3830,Previdenciário,CREDITADA,208.39,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6757,3830,Previdenciário,CREDITADA,222.46,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6758,3830,Previdenciário,CREDITADA,210.05,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6759,3830,Previdenciário,CREDITADA,211.86,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6760,3830,Previdenciário,CREDITADA,216.92,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6761,3830,Previdenciário,CREDITADA,214.98,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6762,3830,Previdenciário,CREDITADA,220.54,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6763,3830,Previdenciário,CREDITADA,213.1,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6764,3830,Previdenciário,CREDITADA,299.42,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6765,1390,Previdenciário,CREDITADA,131.1,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6766,3830,Previdenciário,CREDITADA,225.3,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6767,3830,Previdenciário,CREDITADA,288.27,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6768,1390,Previdenciário,CREDITADA,126.75,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6769,1390,Previdenciário,CREDITADA,122.41,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6770,1390,Previdenciário,CREDITADA,128.95,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6771,3830,Previdenciário,CREDITADA,218.88,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6772,3830,Previdenciário,CREDITADA,215.0,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RS,8507,55,57,0
6773,2025,Previdenciário,CREDITADA,221.02,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6774,2025,Previdenciário,CREDITADA,222.55,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6775,2025,Previdenciário,CREDITADA,214.6,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6776,2025,Previdenciário,CREDITADA,221.23,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6777,2025,Previdenciário,CREDITADA,226.38,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6778,2025,Previdenciário,CREDITADA,225.19,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6779,2025,Previdenciário,CREDITADA,227.64,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6780,2025,Previdenciário,CREDITADA,223.81,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6781,2025,Previdenciário,CREDITADA,221.99,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6782,2025,Previdenciário,CREDITADA,222.95,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6783,2025,Previdenciário,CREDITADA,223.93,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6784,3733,Previdenciário,CREDITADA,1424.8,S,0,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PR,7535,41,40,0
6785,1632,Previdenciário,CREDITADA,26.12,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6786,1632,Previdenciário,CREDITADA,25.65,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6787,1632,Previdenciário,CREDITADA,25.53,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6788,1632,Previdenciário,CREDITADA,25.78,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6789,1632,Previdenciário,CREDITADA,25.89,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6790,1632,Previdenciário,CREDITADA,25.41,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6791,1632,Previdenciário,CREDITADA,26.0,S,2,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,49,0
6792,1691,Previdenciário,CREDITADA,8.02,S,4,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,57,0
6793,1691,Previdenciário,CREDITADA,7.97,S,4,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,M,MG,4559,33,57,0
6794,2960,Previdenciário,CREDITADA,68.31,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,51,0
6795,2960,Previdenciário,CREDITADA,224.35,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,51,0
6796,1726,Previdenciário,CREDITADA,229.32,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6797,1726,Previdenciário,CREDITADA,47.16,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6798,1726,Previdenciário,CREDITADA,87.89,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6799,1726,Previdenciário,CREDITADA,451.43,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6800,1726,Previdenciário,CREDITADA,99.39,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6801,1726,Previdenciário,CREDITADA,539.54,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,37,0
6802,2950,Previdenciário,CREDITADA,1141.92,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,54,0
6803,2950,Previdenciário,CREDITADA,1301.77,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,54,0
6804,2950,Previdenciário,CREDITADA,563.19,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,54,0
6805,2950,Previdenciário,CREDITADA,1305.77,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,54,0
6806,2548,Previdenciário,CREDITADA,119.18,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4625,0,54,0
6807,2548,Previdenciário,CREDITADA,129.98,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4625,0,54,0
6808,2548,Previdenciário,CREDITADA,124.5,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4625,0,54,0
